timestamp,check_number,price,ribbon_state,green_count,red_count,yellow_count,gray_count,dark_green_count,dark_red_count,position_side,position_size,position_entry,position_pnl,account_value,margin_used,unrealized_pnl,last_signal,last_warning,profit_secured
2025-10-16T21:00:58.276220,1,3871.35,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:01:11.296558,2,3871.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:01:24.373183,3,3869.15,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:01:37.255455,4,3872.65,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:01:50.235842,5,3873.75,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:02:02.649653,6,3873.85,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:02:15.402991,7,3877.75,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:02:28.226844,8,3876.35,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:02:40.890956,9,3877.1,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:02:53.484902,10,3874.75,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:03:06.711003,11,3872.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:03:19.209036,12,3869.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:03:31.692206,13,3866.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:03:44.672620,14,3864.75,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:03:57.404487,15,3862.35,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:04:09.902503,16,3859.15,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:04:22.974748,17,3860.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:04:36.510427,18,3860.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:04:49.032133,19,3860.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:05:02.275568,20,3859.95,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:05:16.322494,21,3860.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:05:30.089819,22,3858.75,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:05:43.890763,23,3858.85,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:05:56.908986,24,3860.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:06:09.369383,25,3864.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:06:22.129488,26,3867.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:06:34.939725,27,3867.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:06:48.424690,28,3868.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:07:00.810516,29,3870.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:07:13.849107,30,3869.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:07:26.628964,31,3865.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:07:39.732778,32,3864.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:07:51.971618,33,3861.35,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:08:04.701961,34,3864.15,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:08:17.152213,35,3865.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:08:29.646102,36,3865.95,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:08:42.049957,37,3869.75,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:08:55.117688,38,3871.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:09:07.486604,39,3871.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:09:20.229919,40,3865.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:09:32.544592,41,3866.75,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:09:45.715386,42,3867.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:09:58.365117,43,3869.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:10:11.228135,44,3869.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:10:25.055123,45,3868.85,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:10:38.329252,46,3870.15,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:10:51.662806,47,3869.4,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:11:04.569371,48,3870.75,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:11:17.475120,49,3871.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:11:29.770499,50,3867.65,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:11:42.198731,51,3865.5,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:11:54.971138,52,3865.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:12:07.431439,53,3865.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:12:19.854044,54,3864.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:12:32.359948,55,3864.95,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:12:44.744606,56,3864.85,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:12:57.991391,57,3861.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:13:10.651172,58,3861.35,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:13:23.691353,59,3858.65,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:13:36.263655,60,3858.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:13:48.921898,61,3858.65,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:14:01.275063,62,3857.8,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:14:13.901015,63,3857.35,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:14:26.502785,64,3859.15,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:14:38.984107,65,3860.35,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:14:51.304198,66,3859.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:15:03.910547,67,3859.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:15:17.328261,68,3859.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:15:29.777002,69,3860.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:15:42.639558,70,3862.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:15:55.068757,71,3862.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:16:08.008425,72,3862.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:16:20.542603,73,3864.95,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:16:33.713088,74,3863.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:16:46.056880,75,3866.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:16:58.587804,76,3865.65,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:17:11.135287,77,3863.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:17:23.581676,78,3864.65,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:17:36.188366,79,3863.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:17:49.862660,80,3866.95,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:18:02.513276,81,3867.7,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:18:15.559346,82,3868.95,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:18:27.799085,83,3867.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:18:40.290380,84,3866.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:18:53.047792,85,3866.95,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:19:06.328179,86,3864.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:19:19.353085,87,3863.4,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:19:32.236873,88,3866.65,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:19:44.797379,89,3861.95,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:19:57.477874,90,3863.2,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:20:09.978543,91,3865.35,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:20:22.972298,92,3868.85,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:20:35.552035,93,3867.85,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:20:47.927394,94,3867.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:21:00.539000,95,3867.45,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:21:13.092054,96,3866.85,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:21:25.456295,97,3864.15,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:21:37.873335,98,3864.35,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:21:50.752886,99,3865.25,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:22:03.498497,100,3864.55,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:22:16.002983,101,3862.95,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:22:28.413114,102,3862.85,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:22:40.740181,103,3862.75,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
2025-10-16T21:22:53.082937,104,3862.05,all_red,0,25,2,1,0,25,none,0,0,0,527.077044,0.0,0.0,,,False
